sessionId	userId	items
5587	3726	637,795,637
5588	4177	531,607
5589	4178	658,331,331
5590	4179	428,430,317,413
5591	3903	434,434
5592	4180	450,449
5593	4181	732,167
5594	675	111,112,112,112,112,112,112,93,180,112,112,112,112
5595	4182	246,340,296
5596	477	357,4
5597	4183	324,718,730
5598	4184	526,166,526
5599	4185	252,252,252,252,308,252,252,252,252,252,252
5600	1684	472,554
5601	892	36,537,88,802,448,517,462,555,448,715
5602	4186	434,567,532,611,611
5603	4187	611,528,528,611,768,768
5604	3328	107,327
5605	4188	462,522
5606	4189	865,538,773,148,116
5607	1712	505,148,10,11
5608	4190	152,340
5609	1343	141,403,9
5610	735	324,392
5611	4191	844,925
5612	1315	532,602
5613	4192	222,218,97,158,158,143,143,143
5614	4193	484,79,459
5615	4194	324,730,177,287,424,457
5616	4195	473,74,473
5617	2440	825,751,441,694
5618	4196	261,569,321,218,261,158
5619	739	180,196,600,180,112,180,112,180,354
5620	4197	337,103,143,103,337
5621	4198	666,666,448,666,432,462
5622	4199	302,302,302,302,302,302,302,302
5623	4200	780,748
5624	4201	479,884,420,673,673
5625	974	103,103
5626	2538	633,645
5627	3038	217,217,222,217,217,28,28
5628	1835	880,184,880
5629	4202	340,152
5630	1129	551,522
5631	1362	218,310,310,246,218,246,246,219,246,246
5632	4203	130,82,139
5633	455	163,395
5634	4204	123,142,123
5635	72	76,147,149,143,79,78,234,79
5636	4205	663,663
5637	3450	574,499
5638	4206	578,637
5639	707	166,332,166
5640	4207	412,429,430,699,412,764,412,428,598,413,413,430,428
5641	4208	915,915,915,915
5642	4209	462,695,695,462,639,695,695
5643	3541	572,414
5644	4210	627,770,503,557
5645	4211	417,417,574,417
5646	2968	548,635,639
5647	3692	622,532,532
5648	2466	807,807
5649	4212	690,690,690,111,690,690,690,690,690
5650	3638	540,433,687,499,802,434
5651	4213	479,244,332,426
5652	4214	884,884
5653	3971	448,511
5654	4215	541,491,443
5655	4216	553,448
5656	1863	499,530,532,433,442,433,710,530,433,431,471,451
5657	4217	628,820
5658	4218	540,834,453
5659	83	163,395,163,163,163,171,389,163,395,170,163,163,163,163,395
5660	4219	484,893,45
5661	805	231,395,163,170,232
5662	4220	827,637,795
5663	4221	239,298
5664	4222	470,470,840,470
5665	4223	95,912
5666	2512	628,755,487
5667	3170	450,646,540,922
5668	1402	505,28,797,109,109,501
5669	4224	74,218
5670	4225	571,607
5671	2696	808,417,891,672,672,672,891,672,420,672
5672	4226	673,787
5673	4227	921,921,62,220,405,833,921,921,218,921,921,921
5674	4228	335,46
5675	1574	103,714,103,314,314
5676	4229	97,75
5677	2077	268,117
5678	4230	176,172
5679	92	296,340,177
5680	3179	295,87
5681	2887	95,229,42,145,95
5682	4231	458,879
5683	3533	672,417
5684	3228	347,538,369
5685	4232	311,311
5686	4233	270,187,144,187
5687	4234	403,227,865
5688	4235	9,208,12,789,859,28,829,872,789,859,904,258,127,394,719,818,792,814,304,789,365,114,348,703,394,305
5689	4236	861,580,487,448,755,489
5690	2355	565,602,441
5691	4237	87,839,354,209,87
5692	3110	196,196
5693	1713	190,81
5694	4238	723,481
5695	4239	648,350
5696	1476	105,4,4,141,716,4
5697	4240	362,832
5698	4241	217,217
5699	4242	143,388,342,103,103,44,158,668,261,84,35,34
5700	4243	19,350,630,717
5701	4244	125,371,71,193,28,345,28
5702	4245	231,158,290
5703	4246	145,858,37,858
5704	4247	37,858
5705	4248	531,574,531
5706	4249	166,707
5707	616	551,602,523,644,488,490
5708	4250	656,656
5709	4251	392,727
5710	4252	456,456,456
5711	1638	499,753
5712	2428	607,599
5713	4253	562,444,759,443,562
5714	4254	928,928,928
5715	2358	461,579
5716	4255	706,215
5717	4256	240,185
5718	4257	833,406
5719	4258	833,406
5720	4259	581,576
5721	4260	455,455
5722	4261	807,807
5723	2673	514,666
5724	3497	428,429
5725	1242	215,493,379
5726	1415	250,730,730,168,271,247,247,247
5727	4262	187,675,330,754,330,337
5728	4263	678,479
5729	3022	730,166,217,730,166
5730	4264	558,517,510
5731	4265	565,820,633,562,567,581,441
5732	2668	580,547,392
5733	4266	254,4,911,241,372,378,399,400
5734	4267	607,448
5735	2975	514,666,535
5736	1333	922,541
5737	3939	373,792
5738	4268	770,474
5739	4269	161,161
5740	4270	873,873,246,66
5741	3847	448,474
5742	4271	567,602,922
5743	2209	7,789
5744	3681	106,227
5745	4272	922,441
5746	4273	49,48,93,483,180
5747	2976	117,177,136
5748	1967	823,919,132,830,575,227,139,255
5749	4274	108,255
5750	4275	835,532,565,803,767,755,564,645,751,654,645
5751	4276	616,860,598,428,430,750,598,699,413,670,525,616,616
5752	1350	584,554
5753	4277	222,223
5754	2258	477,448,433,448,477,534,534,556,554
5755	4278	568,576,922,751
5756	4279	813,254
5757	4280	444,393,922,685,645,441
5758	4281	552,393
5759	4282	277,282
5760	497	25,761,258,502,20
5761	4283	926,554
5762	4284	237,93,95,910,154,153,156,154,910,154,910,4,154,910,910,238
5763	1799	716,81
5764	3767	280,181
5765	4285	103,84
5766	4286	554,554
5767	4039	198,723,829
5768	2186	295,146
5769	4287	293,63
5770	4288	262,100,263,762
5771	4289	548,489
5772	3982	187,143
5773	261	3,9,127,403,105,823
5774	4290	665,665
5775	4291	234,230
5776	1363	314,314,217
5777	4292	911,108,305,108,879
5778	4293	196,143
5779	175	829,2
5780	4294	177,77,44,44,576,448
5781	4295	62,212
5782	4296	234,230
5783	4297	306,813,98,245
5784	4298	143,218,211,63,729
5785	4299	617,622,622
5786	4300	500,881
5787	4301	922,392,744
5788	4302	214,215
5789	2694	180,506,180,354,196,308,196
5790	4303	530,499,417,500
5791	4304	651,566,682
5792	4305	209,103,342,44,124,124,124,187,209
5793	3425	625,448
5794	4306	754,573
5795	2973	834,718,752,752,752
5796	4307	827,827,414
5797	3814	525,616,525
5798	4308	434,607
5799	4309	261,424,424
5800	1445	554,811,811,447,639,552
5801	131	240,93,436,240
5802	2247	807,619
5803	4310	70,904,70
5804	2690	434,622,434
5805	4311	938,800,938
5806	1848	305,773
5807	1492	540,916
5808	4312	289,93,341,93,93,148,185,396,222
5809	369	797,702,353,797
5810	4313	231,112,283,283,112,389
5811	807	306,813,723,333,386,723,28,337,185,337,28,372,70,28,112,196,196,723,10
5812	283	256,71,71,71,269,71,241,71,71,269,71,241,182,58
5813	2455	400,378,400,797,423
5814	4314	494,546,264
5815	2835	728,688,676,218,886,886,569,218,676,321,893,143
5816	4315	231,176
5817	3732	781,96
5818	3998	914,229
5819	4316	370,380
5820	1519	822,105
5821	4317	319,319
5822	2012	63,158
5823	3043	793,854,924,222,86,289,793,222
5824	4318	896,896
5825	4319	354,144,28,133,144,354
5826	1079	808,325,860,413,932
5827	287	89,218,664,222,158,332,145,730
5828	2126	97,166,390,118,97
5829	4320	602,922,431,639,431,706,669
5830	4321	462,686,462,636,503,445,522,636,487,636,636,645,636,463,441,462,636
5831	4322	248,247
5832	4323	460,553
5833	3197	751,533,556
5834	2606	331,854,675,331,144,854,331,331,854,331,331
5835	4324	540,884
5836	2617	246,246,364,364,246,246
5837	4325	674,674,195
5838	228	248,195
5839	4326	384,457,851,457,196,196,851,457,384,384,457,851,851,851,851
5840	4327	790,375
5841	2727	639,492
5842	4328	144,308,912,424,424,144
5843	4329	532,611
5844	3515	576,451,576,503,557,417
5845	4330	267,119
5846	4331	859,782,184
5847	4332	677,671
5848	2936	476,625
5849	1598	786,854,222
5850	4333	939,700
5851	4334	541,795
5852	3278	441,727,548
5853	1990	385,484
5854	4335	727,451
5855	4336	283,367
5856	2053	735,390,185,187,246,148,158
5857	4337	187,187
5858	4338	4,13,4,4
5859	2935	270,187
5860	4339	473,473
5861	4340	168,705,608
5862	4341	345,144
5863	4342	786,786
5864	3612	196,187,675
5865	59	44,44,32,44
5866	4343	738,778
5867	4344	94,144,148
5868	4345	167,168,586,528,528,168,168,168
5869	4346	800,409,754,660
5870	4347	187,330,187
5871	2782	266,102,266,266,726,266
5872	4348	2,116,107,116,4,107,116,226
5873	4349	480,203
5874	4350	113,9
5875	4351	191,403,360,191,127,191,190,191,18,20,191,90,191,191,570,13,191,274,190,880,348,190
5876	795	760,440
5877	2707	143,217,289,289,28,103,143
5878	4352	196,103
5879	3431	301,403,301
5880	3585	723,630
5881	4353	234,235,235,123,203,235,37,235,79
5882	4354	766,766
5883	4355	540,532,532,611,611,540
5884	4356	417,417
5885	4357	645,567,803,684
5886	4358	143,283,367,367,143
5887	4359	628,628
5888	4360	324,324,324
5889	4361	844,248
5890	4362	477,514,477,711
5891	4363	179,196
5892	4364	246,217,217
5893	3106	800,559
5894	4365	518,462,517,518
5895	1588	446,523,547,448
5896	3144	823,258,702
5897	2944	613,613,613
5898	4366	484,288,157,157,288,484,484,288,157
5899	1570	726,735
5900	453	222,103,270,318,103,103,217,103,222
5901	4367	708,811
5902	1953	565,803
5903	4368	499,499
5904	1220	148,177,84
5905	4369	594,594,594,594,594,594
5906	4370	558,685
5907	4371	152,295
5908	4372	893,143,505,677,144,786,484
5909	4373	307,307,307,307
5910	4374	818,4,818,274
5911	4375	286,546
5912	4376	754,330,84
5913	1710	345,84,84,345,345,337,337,345
5914	4377	435,468
5915	4378	590,191,2,590,110,797,648,301,797,306,305,108
5916	1118	49,42,42
5917	4379	265,265
5918	751	723,383,421
5919	4380	761,22
5920	3065	365,716
5921	4381	378,82,31,911,221
5922	4382	28,226,20
5923	2202	71,40
5924	4383	912,158
5925	3023	112,54
5926	2472	158,158
5927	4384	431,464,489,488,516,521,536,640,535,535
5928	3343	565,512
5929	4385	471,582
5930	2853	533,620,446
5931	4386	685,825,448
5932	4387	622,694
5933	2430	557,479,244,246,144,479
5934	4388	787,419
5935	4389	693,621
5936	4390	515,503,471,432
5937	4391	592,599,592,592,592,592
5938	4392	641,471
5939	3756	776,740,740
5940	4393	394,125
5941	422	170,176,395
5942	4394	378,254,327,400
5943	4395	708,431,755,727
5944	3932	327,274,373
5945	674	434,564
5946	1174	301,127,300,17,842,792,81,198,81,792,880,169,272,162,4
5947	4396	51,42,51
5948	2078	893,143
5949	1271	203,203
5950	4397	222,614,96
5951	2231	3,4,769,193,71
5952	4398	629,345,345,629
5953	3426	283,96,728
5954	987	896,546
5955	4399	443,755
5956	4400	795,795
5957	4401	38,760
5958	4402	786,45,77
5959	4403	844,530
5960	4404	152,339,97,341,341,341,341
5961	4405	473,484,473,473,288,484,473,473,288,473,45
5962	2877	289,899,213,213
5963	4406	322,61,63
5964	4407	77,473
5965	4408	187,196
5966	4409	469,59,60
5967	2797	780,890
5968	2074	218,833,103,890
5969	2328	203,893,103,206,246,187,187,103,103,143,275
5970	4410	172,171,164,170,297,170,164,176,159
5971	2760	158,103,103,158,668,158
5972	2870	44,41,44,44,32,44
5973	4411	757,149,89
5974	4412	677,614,158,229,158,677
5975	4413	462,518,462,518,451,462,518,451,518,463,462,518,518,451,518,518
5976	4414	464,727,448
5977	4415	500,418
5978	1997	594,619,807,594,285
5979	4416	690,690,690,690,690,690,690,690,789,690,690,690,690
5980	4417	812,530,530
5981	4418	158,158
5982	4419	640,535
5983	2658	97,97,188,158,97,103,103,97,97
5984	3822	422,360,15,226
5985	3866	871,871,571
5986	4420	462,431,555,432,462,471,503,451,471
5987	489	256,256,70,241,256,255,256
5988	4421	471,926,926,520,926,926,640,503,448,926,926,463,926,926,471
5989	1063	752,916,758,730,678
5990	4422	594,325
5991	4423	798,486
5992	4424	75,230,157,482
5993	1352	158,436,436
5994	4425	574,574,574,417,417,574,417,571
5995	4426	759,759,462,759,431,759
5996	4427	503,448
5997	4428	158,762,546
5998	4429	52,760,280,52
5999	4430	318,217
6000	4431	204,435
6001	834	473,473,407,473,473,76,473,473,473,473,473,473
6002	4432	204,204,147,204,204,204,204,204,45,204
6003	3202	86,187,28,28,213,213
6004	408	140,132
6005	4433	899,914
6006	4434	633,727,767,922
6007	4435	331,219
6008	3309	382,412,382
6009	4436	59,46,144
6010	2871	439,439,127,439,575,439,350,439,350,350,439,439,350,400,350,439,439,439,350,71,847,439,350,400,134,439,350,4,439,439,439,350
6011	4437	648,20,27,797,98,814
6012	4438	263,262,62,221
6013	4439	845,12,838,162,226,838
6014	2043	180,103,180
6015	1753	29,258,845,361
6016	4440	86,629,629
6017	2160	662,662,42
6018	4441	778,738
6019	4442	290,143
6020	4443	143,148
6021	3663	642,642,558,642,687
6022	4444	417,417
6023	4445	158,158
6024	1615	485,342
6025	590	576,576,576,576,576,576,576,576,576,802,641,680,434,576,540
6026	4446	402,402
6027	3511	582,770,766,464
6028	225	143,505
6029	625	592,623
6030	4447	388,84,95
6031	4448	503,633,540,555,632,553,503
6032	4449	2,17,116,116,773,116,226,226,381
6033	4450	448,561
6034	4451	431,491,489
6035	4452	511,151,696,561,486,486,704,433,511
6036	3937	471,433,533
6037	4453	533,533,825,825,578,825
6038	4454	626,795
6039	1261	45,310,310,188,235,88
6040	4455	759,552,498,499,617,392,581
6041	4456	676,103,206,103,158,148,158,229,728,122,780
6042	1554	472,532
6043	4457	375,375
6044	4458	536,448,448,448,696,448,471,448,884,448,448,448,448
6045	1319	511,462,478
6046	3417	642,565
6047	2888	685,557,136
6048	4459	639,443
6049	3059	392,727
6050	4460	595,595,939
6051	4461	95,112
6052	4462	452,920,920
6053	4463	229,668
6054	3972	787,651
6055	4464	37,459
6056	2557	205,75
6057	4465	627,541,552
6058	4466	578,486
6059	4467	450,464,441
6060	3632	499,708
6061	496	164,231,103,103,164,172,231,614,185,340
6062	2786	40,40,40
6063	4468	478,521
6064	2638	266,726,102
6065	4469	606,643
6066	3150	845,127,106,845
6067	1812	816,935,935,880,403,570,360,106
6068	4470	922,922,686,820
6069	3016	533,477,582
6070	4471	319,69
6071	2824	366,482,158,864,569,217
6072	4472	222,86,148
6073	4473	760,42
6074	236	13,23,365,13,281,381,125
6075	1809	1,11,11,348,849,71,92,4,723,306,90,1,190,90,361,3,208,880,90,155,411,865
6076	1418	2,3
6077	4474	116,29,228,31
6078	4475	42,51
6079	4476	801,801
6080	4477	373,843,880
6081	4478	403,20,872
6082	2090	872,782
6083	4479	494,262,494
6084	4480	215,587
6085	4481	857,422,272,857,857,857,272,333,845,848,857,501,857,879,857,411,857,857
6086	2092	324,608,608,430,324,526,324,430
6087	4482	566,444,447,643,576,492,602,643
6088	4483	545,620
6089	2902	282,64
6090	4484	639,520,520
6091	3713	565,446,602,566,558,602,565,602,522,522
6092	551	565,564
6093	2673	553,666
6094	4485	382,382,382,382
6095	2371	718,250
6096	3189	639,784
6097	4486	552,523
6098	4487	415,419
6099	4488	417,417,417
6100	2686	285,285
6101	4489	578,579
6102	4490	44,44,32,32,44,910,44,44
6103	4491	530,678
6104	4065	474,582,685,708
6105	942	844,499,693
6106	4321	901,805
6107	4492	430,428
6108	1827	9,845,4,845,792
6109	4493	491,545,491,462,491,642,448,515,448
6110	4494	382,382
6111	3366	399,9,818,227,8,719
6112	4495	293,293,614
6113	1200	749,553,462,532,530,553,530,492,489
6114	1370	39,175,910
6115	4496	230,234,230
6116	4497	53,111,53
6117	4498	96,95
6118	4164	564,922
6119	2846	376,107,723,410,228,227,17,108
6120	4499	814,630,843
6121	2448	423,8,563,8,16,175,380,357,272
6122	3476	40,113
6123	3488	461,580,767
6124	4500	72,178,185,95,929
6125	4501	479,665
6126	1288	744,448,571,448,567
6127	4502	331,929,728,143
6128	4503	109,106,911
6129	4504	158,222,169
6130	4505	565,441,602,564,578,541,602,602
6131	2445	792,154,153,773,197
6132	4506	137,137,223,169,658,238
6133	3815	633,441
6134	4507	208,538,11,411,563,399,8,538,845,563,847,300,226
6135	4508	25,13,176,55
6136	4509	237,237,505
6137	4510	566,751
6138	4511	394,716,403,14
6139	1699	82,14,4,28,180,193
6140	4512	282,71,351,865,630,723,71,845,792,71,403,92,257,940
6141	4513	262,99
6142	2723	845,2
6143	4514	2,25
6144	1571	830,8,830,318,318,28,199
6145	2595	90,16,90,4,359,192,689,90,371,25,880,90,90,113,723,2,90,538,12,132,90,130,272
6146	4515	629,356,218,212
6147	4516	25,26,849,350
6148	4517	106,125
6149	4518	147,144
6150	4519	517,449
6151	4520	476,544,544,544,745,544,464,544,625,517,701,476,476,625,476
6152	4521	914,884
6153	4522	401,401,173,173,173,401
6154	4523	628,540,628
6155	4524	417,941
6156	4525	447,448,768,768
6157	4526	621,592
6158	4527	393,770,441,639
6159	1564	456,679,650,417,650,643,922,650,448
6160	4528	451,639
6161	4529	918,918
6162	3148	164,185,340,185
6163	4530	766,511,503,802,560,758,511,766
6164	3508	557,540,499,819
6165	2020	417,571,679,650,486,704,448
6166	4531	881,414
6167	4532	441,579
6168	4533	315,315,315
6169	4534	915,903,903
6170	4535	440,39
6171	2958	684,448
6172	4536	271,247
6173	2332	680,680
6174	4537	179,340,177
6175	4538	830,940,71
6176	4539	36,85
6177	4540	350,648
6178	1496	908,884,557
6179	4541	428,428
6180	4542	135,178,194,135,136,735
6181	4543	637,795,451,445
6182	4544	750,750,750,750,750,750,750,750
6183	4545	557,908,884,544,916,479
6184	4546	376,4,228
6185	4547	290,714,631,222,731,509,318,158
6186	1163	183,195,195
6187	4548	103,231
6188	4549	330,330
6189	4550	263,762
6190	978	53,734
6191	3581	744,487
6192	2942	148,28
6193	2157	140,863,832,914,28,304,16,880
6194	3308	223,222
6195	4551	101,119,268,177,102
6196	4552	257,301
6197	4553	865,190,81,208,630
6198	4554	264,668
6199	4555	266,144,148
6200	4556	187,337,436,337
6201	4557	84,144,222
6202	4558	772,97,103,97
6203	4559	185,144,483
6204	4560	148,143,469,205,473,122,469,143,144,144,143
6205	4561	749,462
6206	4562	342,342
6207	4563	217,217,97
6208	4564	670,670
6209	3626	340,455
6210	4565	434,417,417,680,680,680
6211	4566	174,173,173,174,174,173,173
6212	4567	744,745,553,578,522
6213	4568	183,183,183,408,183,195,183
6214	4569	881,574
6215	4570	511,687,448,433,706
6216	1436	647,647,732,939
6217	4571	195,195
6218	4572	448,434
6219	4573	246,187
6220	4574	28,318,130,842,115,27,865,4,723,306,911,81,911,403,31
6221	4575	285,285,285,285
6222	4576	922,645,462,517,518,464,461,462,669,669,888
6223	1646	459,293,459,37,893
6224	4577	800,754
6225	4578	362,187,331,330,185
6226	4579	680,434,680,434
6227	4580	218,405
6228	4581	471,685,602,708,634,744,685,441,392,888,547,602
6229	4582	423,423
6230	431	473,89,473,77,77,473,473,473,89
6231	4583	538,365
6232	4584	851,851,851,851,851,851,851,851,851
6233	4585	217,328
6234	1317	121,121
6235	3226	717,911,133,806,327,241,153,127,911,8
6236	3431	190,71
6237	2948	719,630,282,370,880,403
6238	4586	226,11,501,114,406,406
6239	4587	222,89
6240	4588	814,723
6241	4589	662,43,196
6242	4590	423,140,423,199,134,911,31,274,4,131,19,829
6243	4591	260,229
6244	2978	58,58
6245	4592	331,218,219,331
6246	3483	628,472,532,601
6247	4593	158,728
6248	4594	158,728
6249	4595	11,20,18,277,648
6250	4596	909,884,917
6251	4597	674,674,674,674,674,674,674,674,674
6252	4598	294,540
6253	1389	412,412,412
6254	4599	770,522,522,649,522
6255	4600	497,788,433,706,523,541,444
6256	3073	664,664
6257	1441	728,148
6258	4601	644,150,150,150
6259	3953	433,499,611,599,611,540
6260	3943	634,645,564,487,695
6261	4602	183,928,183,674,928,928,928,928,674
6262	4603	419,417,622
6263	4604	8,139
6264	1227	532,784
6265	4605	555,861
6266	1095	124,124
6267	4606	861,861
6268	4607	622,622,623,622
6269	553	379,493,674,438,543,121,543,379,379
6270	4608	393,451
6271	4609	880,880,829,227,184
6272	4610	158,714,95
6273	4611	331,73,291
6274	3161	884,244
6275	4612	424,800
6276	1838	234,78
6277	1466	343,343
6278	1882	399,373
6279	3546	709,433,751,448,622,602
6280	4613	757,201,47,757,203
6281	4614	97,222
6282	3532	183,928
6283	4615	74,75,74
6284	558	896,832
6285	2415	880,813
6286	4616	436,93,185,185,179,102,102,135,101,119,117,268,267,340,436
6287	3151	935,403,361,501
6288	4617	75,275
6289	4618	424,424
6290	4619	187,332,332,187,86
6291	4620	196,270,270,148
6292	4621	300,1,133,300,300
6293	4221	440,38
6294	397	246,144,95,237,238,319,69,319
6295	4622	762,801,546
6296	151	181,10,648,10,227,10,4,258,2,797,274,910,153,154,760,237,38
6297	4623	246,482
6298	4624	231,833,61,833,210,569
6299	1373	206,313,313,206,313
6300	4625	768,768,768,611
6301	861	283,332,332,283
6302	4626	382,776,428,428,382,382
6303	4627	881,571,479,884,942,942,884,479,574,574,571
6304	2963	740,740,740,740,740,740,740,740,740
6305	4628	93,934
6306	4629	259,379
6307	1690	167,503
6308	4630	453,453,453,453,453,453,453,453,453,453,453,453,453
6309	4631	212,210
6310	4632	148,177,101,320,267
6311	4633	187,873,873
6312	4634	503,488,503,488,431,488,788,492,448,442,625,460,461
6313	222	258,358,299,880,814,919,27,273,304,3,2,98,814,596,790,596,595
6314	4635	179,101,110,241,180
6315	502	531,375
6316	4636	499,591
6317	4637	217,505
6318	4638	867,168,247
6319	4639	530,632,472
6320	4640	674,928,674,588
6321	4641	760,427,427
6322	4642	695,684,463,681,835,835,479,835,417,166,166
6323	440	552,653,751,653,451,653,548,451,606,523,548,604,620,548,552,653,556
6324	4643	525,525
6325	4644	685,568,547,564,767,632,602,551
6326	4645	878,755,706
6327	4646	392,462
6328	4647	509,375
6329	4648	774,774,774,168,248,271,215,774,774,774,774,774,774,774
6330	4649	611,434,431
6331	4650	813,108
6332	4651	725,758,499,611
6333	4652	498,503,448,443,443,448,499,498
6334	1170	366,196,185
6335	3583	926,516
6336	460	760,38
6337	4653	515,503,491,515,451,640,583
6338	4654	646,646,665
6339	4655	395,218,218
6340	4656	861,795
6341	4657	861,795
6342	4658	621,622
6343	4659	103,210,103
6344	4660	794,794
6345	4661	431,448
6346	1951	275,45
6347	4662	786,728,143
6348	4663	754,800,573
6349	4016	457,103
6350	4664	146,840,873,265
6351	4665	187,783,187
6352	4666	880,765,703,848,20,880,109,403,880,1,703,865,20,20,403,703
6353	4667	170,176
6354	4668	234,230,203
6355	1751	138,97,97
6356	1896	880,199
6357	4669	163,164
6358	3218	90,254,4
6359	4670	401,173
6360	4671	354,211
6361	235	904,18
6362	4672	234,76
6363	2114	782,859,141,872,348,70,113,348,919,872,108,361,872,113,648,655,813,1,81,141,350,872,351,26,872,71,1,439,350
6364	4673	910,822,348,822
6365	4674	20,17
6366	4675	342,158
6367	4676	231,342,537,158,318
6368	4677	122,122,799,158,335
6369	4678	70,20,25
6370	4679	284,284,284,284,284,284,284,284
6371	3923	150,745
6372	4680	781,84,289,97
6373	4681	480,772,729,61
6374	4682	503,464,461
6375	4683	158,158,728,74,75,89
6376	4684	710,884
6377	2131	173,173
6378	4685	768,756,756
6379	4686	902,902
6380	4687	900,900,900
6381	875	448,617
6382	4688	218,892,210,63,321,212,244
6383	4689	511,448
6384	514	745,581,755
6385	4690	145,799
6386	2682	445,578
6387	4691	418,418
6388	4692	503,558,503,604,451,503,503,451,451,503,442,447
6389	4693	97,148
6390	4217	628,628
6391	4694	261,261
6392	4695	497,544,448,497,462,463,462,556,462,463,462,503,448,511,497,448,462
6393	4696	116,116
6394	4697	587,588,250,587,588,587
6395	2434	40,253,253,253
6396	4698	443,448
6397	297	890,103
6398	4699	592,933
6399	2708	157,235
6400	4700	270,424
6401	4701	622,479,785
6402	4702	428,382
6403	4204	142,123,142,123
6404	4703	517,448,535,517,464
6405	4704	521,471
6406	3612	675,144
6407	4705	383,95,614,314
6408	4706	97,286,546,99,100,100,546,263,762,546,263,97
6409	4099	526,808,453
6410	865	424,28,18,717,128,837,28,424
6411	1224	434,908
6412	4278	751,767
6413	4707	794,794
6414	2337	189,189
6415	4708	145,858,143
6416	4709	922,612,637
6417	3474	295,295,295,295,295,295,295
6418	1984	540,562,784,788,472,759,564,684,522,645
6419	4710	201,201
6420	4711	469,728
6421	4712	264,762,546,546
6422	4713	89,676
6423	4714	4,10
6424	4715	10,943,848
6425	4716	554,751
6426	4717	148,143,143
6427	4718	187,187,86
6428	4719	541,528,602
6429	4720	734,113,734
6430	2992	489,686,695
6431	4721	203,203
6432	4722	209,780,780,240,209
6433	4723	164,389
6434	2238	688,47,47
6435	2741	671,502
6436	4724	480,321,480,480
6437	176	185,28,162
6438	4725	217,97,662,222,97
6439	4726	354,270,270,354,354,270
6440	4727	538,373,199,193,911,4,225,943,10,1,16,25
6441	3279	923,923,923,923,923
6442	189	28,943,10
6443	4728	28,18,14
6444	2333	608,428,808,786
6445	4729	731,731,786
6446	4730	289,96,95,240,95,318,97,97,95,318,505
6447	4731	943,2
6448	4732	206,103,146,206,28,254
6449	4733	287,10,18,1
6450	4734	300,175,423,344,943
6451	2406	590,423,141,590
6452	4735	407,407
6453	3034	371,25,880,113,723,2,18,538,12,134,132,130,131,272,868,8,15
6454	4736	187,723
6455	4737	15,127
6456	4738	123,123
6457	4739	1,228
6458	1825	30,127
6459	1622	4,127,2
6460	4740	402,173,173,907
6461	4741	77,77
6462	4742	244,28
6463	4743	570,880,733,105
6464	2720	226,810
6465	4744	47,97,61,218,33,36,33,84,459,728,145,28,1,3
6466	3242	382,382
6467	4745	95,501,2,501
6468	2223	611,452
6469	4746	480,729,61,772
6470	4747	653,471
6471	4748	600,600
6472	4749	462,515,448,448
6473	4750	755,533
6474	3551	463,855
6475	4751	601,637
6476	976	653,637
6477	4752	448,448,503,503,567,601,626
6478	4753	384,222,169,223,43,222
6479	4754	143,289,28
6480	4755	142,484,786,943
6481	3765	799,424
6482	4756	388,10
6483	1097	186,381
6484	782	177,139,904,139,183
6485	4290	585,479,479
6486	4757	497,497
6487	2660	801,158
6488	4758	103,864,103,943,10,895,10
6489	1970	423,857,857,857,842,857,857,134,857,857,857,857,857,857,857,857,857
6490	4759	66,368,368,368,368
6491	2268	663,800
6492	4760	187,187
6493	2234	310,28,862,10,943
6494	4761	640,489
6495	1164	334,250
6496	3694	540,479,710,634
6497	4262	144,28,10,943
6498	4762	28,1,10,16
6499	2136	633,533
6500	546	523,544,520,514,610,393
6501	4763	802,715,641,680,486,561,696
6502	3395	639,888
6503	4764	140,849
6504	4765	180,28,1
6505	4766	28,30,943,10
6506	2996	688,143
6507	1915	577,645
6508	4767	10,943
6509	4768	261,868,16
6510	4769	143,162,944
6511	4770	378,769,10,4
6512	4771	868,868,944
6513	4772	810,10
6514	4773	345,28
6515	4774	753,244,266,424
6516	4775	82,797,655,507,797,109,797,254,411,227,155,797,911,254,343,127
6517	2012	229,10
6518	4776	143,28,125,18,2,350,3,10
6519	2155	89,89
6520	4777	162,630
6521	1806	1,1,28,218,405,218,158,28,92,4,944,10,943,1
6522	4778	21,10
6523	4779	1,10
6524	4780	541,540,499
6525	4781	830,110,563,91,847,458,734,10
6526	4782	222,28,10
6527	4783	393,540,755
6528	4784	146,295,295,152
6529	1602	0,0
6530	4785	723,16
6531	4786	10,10
6532	4787	943,10,1
6533	4788	342,44
6534	4789	883,815,944,21
6535	3290	540,730,540
6536	1013	458,184,130,130,25,125,458,458,184,943,10,945
6537	4790	895,10
6538	4791	916,448
6539	1265	217,28
6540	4792	895,10,15,10,945
6541	4793	95,943,18,10,895,879,1
6542	4794	331,102,179,177,73,118
6543	4795	188,10,943,1,1
6544	4796	28,943,10
6545	4797	483,153
6546	4798	601,795
6547	4799	309,283,84
6548	4800	943,10,21,10
6549	4801	196,187
6550	4802	175,829,944,809,943,868,357,829,868,895,946
6551	4803	218,28,10
6552	4804	155,70,155,155,95,457
6553	4805	914,28,943,19,228,10
6554	2951	103,143,74,74,143,314,93
6555	4806	397,397,397
6556	4807	143,218,28,10,1
6557	320	96,231,95,366
6558	4808	347,859,862,502,502,501,10,895,868,943
6559	4809	167,247
6560	4810	907,402,907
6561	4811	10,829
